"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"mSp_rep7_139",0.00089426522957795,0,0.00372550301678477,0.00987396606724226,0.0287433435303788,0,0,0,0.00102521640469886,0,0.000237113769610474,0,4.80458368401799e-08,0,0.00163740587421063,0,0,0,0,0,0,0.000155805177944577,0,0.00126699386440742,0,0,0.00181936246059466,0.00339428464696479,4.30407539737935e-06,0.00399923761001433
"mSp_rep7_192",0.0438178178728025,0.000353383972369044,0.00541572465897497,0.00142885207788511,0,0,3.08756225777701e-07,0.00608701341004696,0.00083131558281012,0,0.00135917606842205,0.0016674609657978,0.0013001545436479,0,0.000380077365727686,0.00548770486543375,0.00137250820988099,0.0010656452804903,0,0.000131581883668533,0,0,0,0,0,0,0,0,0,0.00192613865741563
"mSp_rep7_259",0,0,5.73504558013609e-07,0.00850011328489029,0,1.0660199511497e-05,0.000520539104196173,0,4.05481304291471e-06,0.00387846752849749,2.62113280787607e-05,0,0,0,0,0,7.00689064362572e-05,0.00339148993032226,0,2.69650415322936e-06,0.0173046221863559,0,0.00180778642221167,0.000320106617094999,0,0,0.00056323496521773,0.0054308602641338,1.58991453048839e-05,0.00353614637684769
"mSp_rep7_176",0,0,0.00163457225492418,0.00850011328489029,0,0.000770566440531408,0.000397432273956507,0,0.00250971820826432,0.00169472761239199,0,0,0,0,0.000743092349349602,0,7.00689064362572e-05,0.00259107435730554,0,2.69650415322936e-06,0.012169320950565,0,0,0.000412265576998582,0,0,0,0.00692373154079849,1.58991453048839e-05,0.00249716018052212
"mSp_rep7_049",0,0,0,0,0,1.11409632744538e-05,0,5.54581834612682e-06,0.0106227635303023,0,0,0,0,0,0.0012875944845414,0.000428285857916234,0.0137932003341221,0.00559742602911287,0,0.000866354609477639,0,0,0,0.000533163737676801,0,0.00250854966085158,0,0,0.00781606680377757,0
"mSp_rep7_075",0.0194259508872386,0,0.000428327231850005,0.000671319650057743,0,0,3.08756225777701e-07,9.85369467430913e-06,0.00625148887882741,1.94307087592301e-05,0,0,0.00189677406368256,0,0,0,0.00558722868178619,0.00643791246765912,0.0013792025783043,0,0.00140588176197178,0,0,0,0,0,0.00279878299159764,0.000183177253243155,0.00049264800408106,0
"mSp_rep7_266",0.0137060146232708,0.00716103413775966,0,0,0,0.000915820760431631,0.000545415653732322,0.0048951811553977,0.00593701186769773,0,0,0,0,0,0.000174559810206604,0,0.0141760790879627,0.0054549517818534,0,0,0,0.000664640041374368,0,0,0,0.000349795576909251,0.00117030810204628,0,0,0
"mSp_rep7_355",0.000219760629863501,0.00174601137618738,0,1.88200525322304e-06,0.000489175545312095,0,0,0,0.000616154041874113,0.00214180169844235,0.000302573634090547,0,0.00223173412259703,0,0.00165343425112265,0,0.0072108625141066,0.0128436104467383,0,0.0410068244830278,0.000937715190501367,0,0.00056495967110307,0,0,0.000144608862840228,0,0,0,0.000275244440487845
"mSp_rep7_042",0.00145886899534675,0,0.000276714222950268,0.0268386535563022,0,2.9301685125061e-05,0,6.36321494297408e-05,0,0,0,0.000514819802468986,0,0.000303119012382115,0.00151577132794438,0.00139443283921823,0,0,0,0,0.00028863851299243,0.000149837677961037,0,0,0,0,0,0,6.53432804113179e-06,0.016928722609902
"mSp_rep7_017",0,0,0.00181622922752553,0.000841204383954079,0,0.0151436318631992,0,0.00269677285057329,0.00277922502005694,0,0.00529395107122895,0.00043005437882877,0.00243143223701822,0.00115792307668756,0,0,0.0083565693412314,0.00710989380804873,0,2.07666621471716e-06,0.000620918938770404,0,0.00534876648962951,0,0,0,5.450249614689e-06,0,0,0.00553871764105607
