,score
TPM4,7.934909515086019
AC058791.1,7.930589878135663
TMEM273,7.906218126834119
LYAR,7.877773058879711
RPL13,7.864323149568975
SRSF7,7.83863686894648
RDX,7.791736663236293
UBC,7.782493083539066
ANP32E,7.776347392116634
ANK3,7.731494108078607
TMEM173,7.702678738610302
CORO1B,7.699324677226116
DDIT4,7.651491738656091
NDUFAF2,7.640834280451259
TNF,7.629175940770949
ADAM19,7.572280057388525
GPATCH4,7.568598390008674
MYO1G,7.542912930453838
NOP56,7.515527860846305
BATF,7.477791591270488
EED,7.4668311590997405
RPS4X,7.4455293797726085
GALM,7.442486503030921
PRDM1,7.430232889298338
CD52,7.429447127549338
EZR,7.420887497211481
CAPN2,7.392669864998425
PUM3,7.385393563410503
RPS8,7.381089526745654
ARID5B,7.3582556351681205
CD82,7.354213519086272
TNFRSF9,7.309599986804471
APOBEC3C,7.300844121296279
SAMSN1,7.292716372546693
CGAS,7.253354389007427
SOCS2,7.250612844096338
CISH,7.219403241336408
ODC1,7.199491529554791
TNFSF14,7.186769086189315
FKBP11,7.179152862590854
PAXX,7.176966359416781
TNFSF10,7.1670963050962655
TNFSF8,7.165074015453854
SEPT11,7.154689972779238
CD3E,7.1197330172267925
TIGIT,7.108620687539258
TFRC,7.055422892889851
CD81,7.052434206613611
DPP4,7.028698782747256
NOC3L,6.977464160868863
CDC42EP3,6.951232691321252
SKAP1,6.945384226391127
SPOCK2,6.912654006328012
RGS16,6.905512359836052
SH2D2A,6.861735084964238
GZMB,6.8439774441841905
IFT57,6.825877418190629
INPP4B,6.82323768566917
RAB27A,6.768617391301746
KIF21A,6.720962213879744
DOK2,6.695261975107059
NFKBIB,6.692673148780415
NFE2L3,6.670437404991958
IL2RB,6.648543225349357
CD3G,6.506250968563165
CCL5,6.4803048200268165
CKLF,6.466545368208898
AIM2,6.46520045938459
DHRS7,6.434564782917818
BAX,6.429360856099464
TRDC,6.407260588474628
FURIN,6.396189312170009
TRAF4,6.395255347708684
ITM2A,6.361260683451775
ICAM2,6.3499040861358935
HAUS2,6.3276092254760385
FAM129A,6.312669488899303
IFITM2,6.311999497690124
OPTN,6.305821784629018
BATF3,6.304455528045594
PCNA,6.303162346483759
DUSP4,6.284646449721265
ITGA4,6.283357373497722
ECE1,6.271102528163652
TNFRSF25,6.268039535264336
RTKN2,6.220836766122062
RASAL3,6.2179149968599745
HOPX,6.206678685956035
AP3M2,6.18663970868738
CXCR3,6.161835665263737
CD226,6.151992295642117
CD28,6.1228144248026695
IKBIP,6.1182792575920075
YWHAH,6.093794609487446
TTF2,6.093008847738446
SH2D1A,6.089243020923618
RGS1,6.0857153037297
PTPN18,6.049493493449631
C12orf75,6.04819415388036
MIB2,6.009390906882572
RORA,6.003819962820955
LAG3,5.968743541924226
NKG7,5.934608885631576
KLRB1,5.924272054347313
SLA,5.904578746562805
TPGS2,5.887862630107321
ZAP70,5.87807304041732
EMB,5.847972289529935
EML2,5.841514181863516
ZDHHC18,5.841209155228455
TBX21,5.834418515160422
GZMM,5.8117533529866705
KLRD1,5.803826765813369
ADAM8,5.719177563978661
CMC1,5.711798628933451
CD96,5.707910873571365
ITGB7,5.699301158106351
MAP9,5.692631625517919
CCR6,5.674594821734047
TRBC2,5.644270740443602
IL23A,5.614725852360891
CDC14A,5.5928214093725614
CST7,5.587390867880515
NCR3,5.5672139512452645
KIFAP3,5.5636394331948225
TTC39C,5.561348243894315
GZMA,5.540534589290047
IL12RB2,5.53653557926026
ERN1,5.506173318323704
CXCR6,5.489196923420536
TRGC1,5.474484212051323
EIF4EBP1,5.452415555531331
RNF207,5.4407880058882085
MPZL3,5.437084580215412
S1PR4,5.433323679806534
CTSW,5.427691566204373
OSM,5.402308670081624
PSAT1,5.400874675416389
KLRG1,5.393071248391834
GCHFR,5.3664000971132
RRAS2,5.324218977769135
SLC9A3R1,5.322897879906918
C21orf91,5.3211769220951055
KIF5C,5.291849616941846
GZMK,5.268635160504687
HPGD,5.192084559517696
ITPRIPL1,5.19134026168544
SFXN1,5.18986028723134
PERP,5.173512009086778
SLC7A5,5.123850963375531
H2AFX,5.096778310011985
DUSP2,5.037019363705042
FUT7,4.999866052166624
TNFSF12,4.980518003332435
KIF3A,4.780784674238703
KLRC1,4.752363827780215
FASLG,4.743028699039087
TRBC1,4.727670217956614
STK39,4.676074736842395
XCL1,4.6654066047580045
ZBED2,4.629776784259576
TBC1D10C,4.496698548734912
ATP8B2,4.417612490819067
AL133453.1,4.102346320991046
PRF1,3.77881569464833
