,score
KLRC2,2.6978649176451768
RIN3,2.687065362105642
SLA,2.6867819845965357
CALCOCO1,2.6804305721214803
NCOA1,2.673820639813556
GNAL,2.6737021515568244
LIM2,2.670399671170486
SUN2,2.6370796133526824
SPON2,2.6280645627705894
CAPN12,2.6271221806447898
ZNF600,2.6185128625781715
RNF165,2.612263642772092
MNAT1,2.609993032146008
KIR2DL4,2.5978133231824927
NCR3,2.57507987347779
SLA2,2.570087347303712
ARHGEF3,2.556542399521959
SLFN13,2.553342388000999
USP28,2.5502832366453845
GFOD1,2.546137804838196
ATP2B4,2.5371666694841224
SNX18,2.506549469662531
AKAP5,2.5040562447359207
GOLGA8M,2.4873168093612605
TRGV7,2.4830694610814987
RTP4,2.481424987700194
FYN,2.4748910094029952
TRIM22,2.47026527205162
SYTL2,2.442244594611225
RAB37,2.437874615128692
TOX,2.4284298029440947
IFIT2,2.423408552344142
TTC38,2.418408568867193
STAT4,2.4148055867947846
B3GAT1,2.4122742467646106
INPP5D,2.4000031167918223
MIR181A2HG,2.3956549568250978
CADM1,2.389942662825746
PRKX,2.3603460087119004
PDE4D,2.3552885763832023
SIGLEC7,2.343873379062188
HOXB4,2.340232281886216
AC006033.2,2.3388971484758656
GIMAP2,2.338734468794712
LINC00299,2.336975373906313
SPON1,2.336546993285822
KLRC4,2.333983614472942
MMP25-AS1,2.3298061438830473
IKZF2,2.3237544045048537
SYNGR1,2.3025862979121
KLRG1,2.2924370468025757
RGS9,2.25690313671943
AC090152.1,2.2474226951988925
ADGRG3,2.244915798550352
STAU2,2.2429969240430268
FAM43A,2.241051258484646
KLRC3,2.2302376169285765
CACNA2D2,2.2124413160192233
LINC002481,2.197815197419345
PSMB8-AS1,2.1845185502035633
KIR2DL3,2.183340710644515
PPP2R2B,2.1705453598995206
PLCB1,2.126514129391026
RGS3,2.1109769769570477
LINC02384,2.0979040488274023
IFNG,2.088552314830494
SASH3,2.0793685082463895
CBLB,2.056457464254791
ST6GALNAC6,2.0125821466155855
GALNT3,2.0012371031808414
CCNJL,1.8921739105910973
MXRA7,1.8349830262825293
