"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"mSp_rep7_075",0.00528105335880094,0,4.67016530190076e-05,0,0.0237770398352693,0,0,0.0268112012467693,0.00508056615825534,0.00414589421843276,0.00502392798943519,0.000685753224955863,0.0110588484800705,0.00245448624630978,0.00634710545588542,0,0,0,0.000777503848816826,0.00437980996126032
"mSp_rep7_266",0.00345671638131898,0,0,0,0.029442570990209,0,0.00581370518255263,0.0252020830578757,0.00453076805162239,0.00213584178845441,0,0.000344587482548434,0.00775468330432656,0.00218226766734993,0,0.00206673685366576,0.00146968883833683,0.00269500877268328,0,0.0022611142825653
"mSp_rep7_355",0.000957592462382986,0.00248671764449507,0.00217374867723036,0,0.033875771298737,0.00120166410069,0.00401852777072378,0.0140115982532943,0.00391057450461779,0.00243676360846798,0.00545739534259468,0.00578702126829539,0.00791240518684518,0.00791036773456866,0,0.00208128268956844,0,0.00220420701269675,0,0
"mSp_rep7_042",0.00453337415486863,0.0301567496575126,0.00859162462292844,0,0,0.00167509642193503,0.00134818441642303,0.0200869303001745,0,0.0240905633912433,0,0,0.00254474577972774,0.00663177217947521,0.00772119168878252,0,0,0,0.00512480115888103,0.00203076302624683
"mSp_rep7_017",0.00256123234252297,0.00323696313505123,0.000286132880356142,0.0102332527892427,0.0206563274928278,0.00207876524753836,0.00196616548118036,0.00949762585097341,0.00319549662076054,0.00452497682533312,0.00172112828267991,0.00180900577694348,0.00439566656013613,0.00133597517942627,0,0.000507284367738085,0,0.0272198628670299,0.00168752559289878,0.00434273317040914
"mSp_rep7_011",0.00295478299775789,0,0.000777398394217351,0,0.0258171267184413,0,0.00587080994878478,0.0267891607732594,0.0085693430810734,0.000598824848696946,0,0.00338061335277319,0.00349652127451284,0.00995906056747708,0.00515775962252867,0.00119933473665877,0.00114062456297074,2.43576920736218e-05,0.000154083601638016,0.00507806839486158
"mSp_rep7_257",0.00466993029768979,0.0195497356391487,0.0268215906590158,0,0,0.00684711914209338,0,0.0178107151654651,0.000283082551869048,0.0284723294413073,0.00238117295068219,0.00159733941477123,0.00227205370377356,0.00414957163453882,0,0.00221989936673249,0.00250281762105607,0.000583623679523692,0,0.00296887261217456
"mSp_rep7_147",0,0.00202134336635894,0,0.000408249461600903,0.0238508408382376,0,0,0.0269161767461613,0.00970355593153795,0,0,0.00433289554309665,0.0115920159476401,0.00454568566568935,0,8.48590975160277e-05,0.00145318567494074,0,0,0.00922409751480366
"mSp_rep7_201",0.0064272172662671,0,0,0.00182570778976909,0.0274079782311733,0.00799860356104845,0.0024488080604143,0.0213764441777387,0.00865093777625895,0.00316940485456033,0.00149344438139407,0.00858518174633727,0,0.00647167317715713,0,0,0.0012102368969598,0,0.0016260319984787,0.00294985601798152
"mSp_rep7_336",0.00387934839766779,0.000650794599652921,0,0.000284661813796097,0.0267183891084231,0.000534441885321645,0,0.0246265203347792,0.0135335034324377,0.000255176713919917,0,0.00498804647857371,0.00144915910451203,0.000803518820812757,0.00274344274298824,0.00154132746152147,0,0,0.00167205180980389,0.0242652920187795
"mSp_rep7_229",0.0025729146061565,0.000978715981364372,0,0.0023697517211031,0.0339620206131118,0,0.00108625061652798,0.0173899705885916,0,0.00468301092625425,0.00166635612214796,0.00767421631142136,0.00184077249844672,0.00379761208657466,0,0.00667300983268728,0.00058143199112626,0.00551946046519114,0,0.00725633998311844
"mSp_rep7_020",0,0.00528005522057734,0.0150745384133713,0.00437319823067806,0,0,0,0.0262210088035317,0,0.00883760097508091,0.00171076969705704,0.0140351096627546,0.00160120664421661,0.00088896287884768,0,0,0.0416649503278404,0,0,0
"mSp_rep7_172",0.00354687076775186,0.0150909558784828,0.0510285238075955,0,0,0.00693626331643002,0.0019645637832108,0.0293639146193591,0,0.00533603057262084,0.000294491304894633,0.00475398938825501,0.000177724325418069,0.00545246744852998,0,0.00192884751037568,0.0114360773899694,0,0,0
"mSp_rep7_057",0.00690391104175345,0,0,0.00529457367948827,0.00377034059514972,0.0068076084159518,0.00108152322114218,0.000801714555206603,0,0,0.0190619170923619,0.00760412327929887,0,0.00385704721369523,0.00113892079604177,0.00313257806053972,0.00178333420840957,0.0552085910855301,0.0290024095804053,0.00370538662905645
"mSp_rep7_240",0.000788551652297417,0,0.00109505897718157,0,0.0260750686893481,0,0.000405911331342749,0.0220776236968462,0.00674626306519521,0.00063439880621237,0,0.00414825926891256,0.00801715476390206,0,0.00391299536867749,0.00188368930661379,0,0.00222255678687816,0,0.0315589854775872
"mSp_rep7_077",0.00532644892641531,0,0,0,0.03180977895295,0,0.00494496501455678,0.0246739356353419,0.00583108288685574,0,0.000487431176989616,0.003301404624078,0.00667637266541796,0.00199047933537861,0,0.000945427336535499,0,0,0,0.0035044908135353
"mSp_rep7_349",0.00176754465157449,0.0316732979515476,0.00513581236778746,6.25399465135016e-05,0.00520695198772163,0,0.00289041067805902,0.0141375824098956,0,0.00983409905147084,0,0.0080529727733463,0,0.00826339891254448,0.0116906848006402,0,0,0,0,0.000466586504072832
"mSp_rep7_105",0.0023156862994134,0.000431441300835643,0.00138398186560342,0,0.0305832963751801,0.000791835517611196,0,0.0244531112890749,0.00658917410919802,0,0.000789490880484211,0.00366620195932067,0.00281081086791907,0.0109689870670269,0.00242611768843861,0.00716521796474661,0.00130438720061357,0.000227558660540354,0,0
"mSp_rep7_308",0.00351726794487447,0,0,0,0.0300864224266247,0.00508995246031241,0,0.0224403920128571,0.00952777467798371,0.0013105476696099,0.00244119628896489,0.003492978502723,0.00334813977351991,0.00505402947055074,0,0,0,0,0.0023330146225724,0.000191011885988143
