"","V1","V2","V3","V4","V5","V6","V7","V8"
"mSp_rep7_343",0.00200755765005986,0,0.00533902970679353,0,0,0,0.0184619574331439,0.0346275630004561
"mSp_rep7_062",0.00100308265353959,0,0.00636804761146176,0.0023573984695012,0,0,0.0232576266021863,0.0251983123004715
"mSp_rep7_117",0.00308432817676534,0.0115530242436876,0.0112924776837204,0.000916010597639382,0.00103831331540874,0,0,0.0225096903357235
"mSp_rep7_161",0.00385762428140976,0.0015240227842306,0,0,0.00301242596052832,0,8.98322590246581e-07,0.039083421134536
"mSp_rep7_010",0,1.28194582084523e-05,0,0,0.0494064559664276,0.00078749493346094,0.00253951835486532,0.00291707156926711
"mSp_rep7_065",8.14041542000357e-09,0.00332085789195416,0.00255119893388263,0.000289556467069638,0,0,8.98322590246581e-07,0.0414742452969994
"mSp_rep7_224",8.14041542000357e-09,0,0,0.000837447975980024,0.000399284575546603,0.000858748458400867,0.00990403766049945,0.0482411501115175
"mSp_rep7_279",8.14041542000357e-09,0.000121699049319156,0.00412693947587646,0.000218876864610433,0,9.09100065113148e-05,8.98322590246581e-07,0.0359723680894727
"mSp_rep7_375",0.00126928899176405,0.00290139634141513,0.00273302179983242,0.00258774668620278,0.00190584611445274,0,8.98322590246581e-07,0.0389210684731408
"mSp_rep7_123",8.14041542000357e-09,0,0,0,0.00201769742320359,0,0.00143433368026089,0.0470890666082143
"mSp_rep7_050",0.0451218150749108,0.00773066805567148,0.00237430374604285,0.00175619261958756,0,0,0.0369067363675785,0
"mSp_rep7_241",0.0030487899007738,0.0126892561002116,0.00653885821352787,0.00930195967828659,0.016810742153916,0,0.0128924569731861,0
"mSp_rep7_100",0.00212648054795197,0.00142628289614318,0.00596634749875312,0,0.0119573630299918,0.00139533706443702,0,0.0263624198167811
"mSp_rep7_135",0,0,0,0.0192044499507273,0.0312163473039087,0.000671231939139466,0.0357812534524973,0.00336714133158005
"mSp_rep7_131",0.00115246740147473,0,0.0143270684673628,0.00536619463642163,0.00715226826348332,0.00314926588456193,0,0.0155645643487838
"mSp_rep7_333",0,0,0.0254906832676091,0,0,0,0,0.028073239714145
"mSp_rep7_226",4.73650251898328e-05,0,0,0.0636571583353949,0.00923729800205715,0,0.00206411261091648,0.00158584699753924
"mSp_rep7_160",0,0.0109846552999455,0.00329918024279482,0.000359534037697314,0.0287785355438558,0,0.0183996533282179,0
"mSp_rep7_134",0,0,0.00149429419284961,0.00883854623350003,4.513937030978e-05,0.00589048299494325,0.0349473660729015,0
"mSp_rep7_353",0.000102752853919413,0,0.00148781171964551,0.00303541832839584,0.0447858909339103,0.00214751202703835,0,0.0174544469824433
"mSp_rep7_205",8.14041542000357e-09,0,0,0.000880938079708073,0,0,5.94428860717561e-05,0.0377266029509504
"mSp_rep7_129",0.0172549648427371,0.00346740431438986,0.00655480124761783,0.000471399546139625,0.00112982956206451,0.000642260583868959,0.00249877935442752,0.0352699201480666
"mSp_rep7_175",0,0.000195086655477028,0.00342680928413953,0.000768861277265903,0.0570574068316135,0.000602572970076511,0,0.000339154422486212
"mSp_rep7_277",0.00119040392048524,0,0.000934524259404324,0,0,0,0.000751273296390208,0.0409962631106591
"mSp_rep7_061",1.28368623469567e-05,0,0,0.00163061157630937,0.00522794674416178,0.00202223305658693,8.98322590246581e-07,0.0357389437478908
"mSp_rep7_053",0.00109715773888171,0.00516094734010486,0.0113664090699663,0.00320650763933394,0.00465241798609456,0,0,0.0246770067407916
"mSp_rep7_018",0,0.00377189975783029,0,0,0.0452987671383281,0.000530439853372057,0.00105158807913082,0.00453913137027271
"mSp_rep7_342",0,0,0.00538498670967707,0.0121434600124576,6.95179233914346e-05,0,0.0178834655419447,0
"mSp_rep7_048",0.0883145460070815,0.0001839408425573,0.0100104967922532,0.000909378627349531,0.000240927799877329,0,0.00203954327230851,0
"mSp_rep7_137",0,0.0297029692586357,0.0218425082257815,0,0.000569764723543092,0,0,0.0224335355560883
"mSp_rep7_083",0,0,0.0112677176397927,0,0,0.000536656438927857,0,0.0349989040545282
"mSp_rep7_228",0.00278496169317294,0.00309220528975189,0,0.0202661884894927,0.0180136927227506,0,0.031929722951179,0
"mSp_rep7_221",8.14041542000357e-09,0,0.000720055091425566,0.00291507669282414,0,0.000763773523873862,8.98322590246581e-07,0.0369375464863531
"mSp_rep7_166",0,0.000869956639279135,0.0113403864949061,0,0.0007842646685393,0,0,0.0371330731447611
"mSp_rep7_070",0,0.00123114480973513,0.00584451544925677,0,0,0,0.0104730588260559,0.0294014195205509
"mSp_rep7_203",0,0,0.0137621681163606,1.37257959013027e-06,0,0,0.000344086978909865,0.0260027906939217
"mSp_rep7_030",9.0803944915986e-05,0.00783545847764648,0.00174036905270876,0.00617101583822614,0.0344256801411238,0,0.0316097882505473,0
"mSp_rep7_025",0.00698700453269541,0,0,0.00719323074857347,0.0330616564107385,0.037796916726803,0.0184007697715062,0.00668548660540655
"mSp_rep7_263",8.14041542000357e-09,0,0,0,0,0.00185806597053709,8.98322590246581e-07,0.0462661202230892
"mSp_rep7_019",0,0.00390173804892549,0.00748645257145028,0,0.00199450870080956,0,0.000687317790212282,0.0349814137648319
"mSp_rep7_087",8.14041542000357e-09,0.00352950847807501,0.000287168853107203,0.000522564056807874,0.00168458417951452,0,8.98322590246581e-07,0.0448695605088452
"mSp_rep7_216",0,0,0.00436224780945292,0.0223133423055716,0.0209813450325749,0,0.0140467112591217,0.000821123600558759
"mSp_rep7_206",0.0352242240868443,0.00103322787533801,0,0.000359534037697314,0.0263364102212714,0,0.0399072255546522,0
"mSp_rep7_127",0.0495663929481846,0.056244305353882,0,0,0.000569764723543092,0,0.000811623292967046,0.00475912206924023
"mSp_rep7_138",0.00466168180716252,0,0,0,0,0.163825111043291,0,0.000586382919991776
"mSp_rep7_352",0.00127923931820802,0.000736437841314018,0.00663489097521319,0,0.00395779374626506,0.00530355431692884,0,0.0303344554411614
"mSp_rep7_245",0.00430993924020903,0.00399433693770715,0.00551215836961836,0,0.00427991494146376,0.00172601511265279,0.00240078980128823,0.0283114057959992
"mSp_rep7_130",0,0,0,0.0183985234497672,0.0272007034448186,0.00328478225173911,0.0587033083189196,0.000411379082677532
"mSp_rep7_219",0,0.00222225293414339,0.00376280746754861,0,0.00577180305448833,0.000527777222351531,0.00256266360739848,0.0321550263551058
